image,PSNR,SSIM,NCC,LMSE
ab-10-m-3,18.634556041590226,0.7919314593071367,0.86577773,0.011793887
ab-3-m-32,18.027764047521476,0.8086887200286675,0.8742971,0.009833937
ab-5-m-11,20.45942350599745,0.8909603327340676,0.9404953,0.005403663
ab-5-m-13,20.835152024177578,0.8866209339329038,0.93828577,0.005590583
ab-5-m-16,20.610430535386268,0.8860675460097133,0.9375796,0.0054388503
ab-5-m-19,21.460515062603125,0.8853581512099195,0.9319494,0.005287773
ab-5-m-22,21.213571082223,0.8806118850935762,0.92367285,0.0047124233
ab-5-m-27,19.562332395001516,0.8476075537073834,0.8987281,0.0058266097
ab-5-m-32,18.30593166099031,0.807467310548911,0.8773354,0.009999131
ae-10-m-3,23.195075151998296,0.8881111730111114,0.9283427,0.0048132087
ae-3-m-32,22.999011689415482,0.9120096547721603,0.926914,0.0039783614
ae-5-m-11,22.635012812840728,0.9347173150506074,0.9388481,0.003980505
ae-5-m-13,22.520289061243346,0.9306454252719013,0.93645924,0.0041442728
ae-5-m-16,22.451252097240584,0.9271355461986502,0.9354361,0.0041945702
ae-5-m-19,22.600667051747184,0.9243651775409596,0.9326843,0.004236576
ae-5-m-22,22.44291306235657,0.9204721262685686,0.9298054,0.004224364
ae-5-m-27,22.688314164138117,0.916989863991307,0.92927945,0.0042728465
ae-5-m-32,22.336111824097333,0.9160319233014903,0.92812777,0.0042854273
ah-10-m-3,23.776949248321813,0.933279360533306,0.9491424,0.0022551427
ah-3-m-32,23.531244218864163,0.933578415552862,0.94884247,0.0024374148
ah-5-m-11,23.564451727791965,0.93764746841601,0.9530251,0.0024713967
ah-5-m-13,23.61374097046199,0.9367549325454214,0.9525013,0.0024984847
ah-5-m-16,23.35676413700162,0.934041318317659,0.9507242,0.0025953394
ah-5-m-19,23.552218490480865,0.9340470093956462,0.95105433,0.0026215177
ah-5-m-22,23.465690344176505,0.9340176130698904,0.9501893,0.0025489973
ah-5-m-27,23.760937747585974,0.9341319666072273,0.9520759,0.0024949873
ah-5-m-32,23.897981585336385,0.9328664285566339,0.9531145,0.0023320715
ai-10-m-3,18.367074713988924,0.8713883466650555,0.87034196,0.010375759
ai-3-m-32,16.648776953485452,0.8569394853392537,0.8478587,0.012108012
ai-5-m-11,18.301171397904707,0.8836930555527073,0.8637968,0.009489881
ai-5-m-13,17.98719101738958,0.8778962896436946,0.84985197,0.01038845
ai-5-m-16,18.448843002380436,0.883408300310213,0.8632606,0.0094236825
ai-5-m-19,18.06587133272875,0.8755341519384009,0.84749496,0.010535242
ai-5-m-22,18.526673303781298,0.8824609597919878,0.86186624,0.009366767
ai-5-m-27,18.101072391152968,0.8741203840700824,0.8500642,0.010353806
ai-5-m-32,17.193229850487644,0.8654345917738645,0.85457057,0.010747208
ba-10-m-3,23.705181059950377,0.8446771280281111,0.95907074,0.0034486314
ba-3-m-32,24.02200889042599,0.8482012934373606,0.9599569,0.0032332214
ba-5-m-11,26.11176251868817,0.9284935988564677,0.97640765,0.0019233056
ba-5-m-13,26.264026655560745,0.9237591352065003,0.97625184,0.002045421
ba-5-m-16,25.926178850273804,0.916874437033941,0.9747313,0.0021398733
ba-5-m-19,25.591159788332302,0.9009286418020501,0.97306347,0.0024248715
ba-5-m-22,24.66563614965659,0.8777096043029463,0.9685858,0.002769613
ba-5-m-27,24.258219665781443,0.8534235089890195,0.96353906,0.0031559623
ba-5-m-32,23.832289863481222,0.8402515591970575,0.9602616,0.0034352639
be-10-m-3,22.429168791351703,0.7506178504932732,0.92711204,0.007957107
be-3-m-32,22.492704409734994,0.789128918677925,0.9294223,0.0060325195
be-5-m-11,25.75733059858365,0.9362082940756081,0.96365696,0.0029779372
be-5-m-13,25.805129806866642,0.9315919812516019,0.965252,0.0031074379
be-5-m-16,24.868159294682005,0.9203645325463929,0.96239865,0.0032697797
be-5-m-19,23.90532308367737,0.8881609721238272,0.9557669,0.0037749568
be-5-m-22,23.509692469946184,0.8450567594482633,0.9445375,0.0042742365
be-5-m-27,24.029276571939306,0.783867676853081,0.9398791,0.0066536157
be-5-m-32,23.138080644634385,0.7547808998258296,0.92752767,0.00871405
bh-10-m-3,21.363326578578626,0.8141642633357327,0.951567,0.0051383716
bh-3-m-32,22.05798295700859,0.8241160723969448,0.95276785,0.0046285037
bh-5-m-11,24.586482600239908,0.920118641352447,0.97886527,0.0032436347
bh-5-m-13,24.810249550309976,0.9139087334602749,0.979826,0.0032823351
bh-5-m-16,23.280891899634216,0.8804465982193269,0.97439575,0.0037374683
bh-5-m-19,20.877055185694616,0.8412679758454734,0.9584055,0.004690886
bh-5-m-22,21.299938279710776,0.8306811081174411,0.9560003,0.0047353706
bh-5-m-27,21.51027868468599,0.821704392508293,0.9554189,0.0049098837
bh-5-m-32,21.400411891144156,0.8143183835225175,0.9545394,0.0050255284
bi-10-m-3,21.636197537793095,0.8231740653481419,0.9438876,0.0048563853
bi-3-m-32,21.83255064495376,0.8337136808444043,0.9366851,0.004516674
bi-5-m-11,24.308313369240494,0.9365320443927468,0.970129,0.002152875
bi-5-m-13,24.781311568720355,0.9360307268905149,0.9724263,0.0022458876
bi-5-m-16,24.78560396940816,0.9289570551014282,0.9731624,0.002394422
bi-5-m-19,25.18232767500605,0.9167793582417846,0.97492975,0.002445914
bi-5-m-22,25.076400586796,0.8962288495379481,0.9746539,0.0027037738
bi-5-m-27,20.124786544542623,0.797270052330105,0.9220072,0.0069763595
bi-5-m-32,17.116068875462762,0.7405293722760907,0.8842359,0.012088123
ea-10-m-3,20.84462450002675,0.8795121457143041,0.96104795,0.0033122206
ea-3-m-32,22.64808632688597,0.8849354886442669,0.96180737,0.0037765985
ea-5-m-11,24.161383918135215,0.923539504684125,0.96963215,0.0027375077
ea-5-m-13,24.461971984958556,0.9201451070062778,0.9703054,0.002822552
ea-5-m-16,24.552649589948285,0.9167247207521388,0.9702157,0.002964334
ea-5-m-19,23.915658210557194,0.9060987998124249,0.967516,0.00325608
ea-5-m-22,23.862659485386228,0.8939564045389549,0.9676264,0.003372727
ea-5-m-27,23.052877182619273,0.8918593785958088,0.96381795,0.0037416103
ea-5-m-32,23.63179923643948,0.8960431739649821,0.965446,0.0036041762
eb-10-m-3,18.50389877753725,0.7424761037719171,0.92373383,0.017286602
eb-3-m-32,17.318773080453727,0.7136186678663098,0.90092194,0.023272084
eb-5-m-11,20.76072761439872,0.8836169630903715,0.9618281,0.004031352
eb-5-m-13,20.374409429569297,0.8412087399994398,0.9506123,0.0049152523
eb-5-m-16,20.06383452894284,0.8227682261970646,0.9427924,0.0061071683
eb-5-m-19,20.172254991107618,0.8124694399663385,0.9444216,0.007663523
eb-5-m-22,19.567840857244516,0.7908246183865248,0.9365328,0.010379175
eb-5-m-27,18.25586821790522,0.7439357736484243,0.9199877,0.019023467
eb-5-m-32,16.968854606282274,0.7080766331012517,0.9139357,0.022854464
eh-10-m-3,22.884448117067446,0.9116499665476455,0.97463983,0.004336453
eh-3-m-32,23.185606438762438,0.9241229501473698,0.97118366,0.0036666011
eh-5-m-11,23.39902618772597,0.9383669613759366,0.96547276,0.0029016174
eh-5-m-13,23.79094621440598,0.9383368744433124,0.96953785,0.0029095009
eh-5-m-16,23.54992522001505,0.9352155091332198,0.9677394,0.002911896
eh-5-m-19,23.37805141084458,0.9319746586768725,0.9660779,0.002833798
eh-5-m-22,23.3567470195397,0.9296272003791218,0.96579427,0.002916512
eh-5-m-27,24.014662340738415,0.9315161069153403,0.9707095,0.0029458697
eh-5-m-32,23.933407840895455,0.9266008871327486,0.97056264,0.0029951814
ei-10-m-3,17.03944934876782,0.8411580895661883,0.8115925,0.01375878
ei-3-m-32,16.488592537012455,0.8229676897545183,0.794981,0.015577779
ei-5-m-11,17.107072297596236,0.8618203015185064,0.79658264,0.0131569365
ei-5-m-13,17.216954523548836,0.8596937291242163,0.7987714,0.013565557
ei-5-m-16,17.488289095387625,0.8626752553794574,0.8114439,0.012525739
ei-5-m-19,17.39391849711792,0.8548503645666469,0.80461323,0.013726764
ei-5-m-22,17.69023933054897,0.8584466959391563,0.81727874,0.0124429595
ei-5-m-27,17.62411779758679,0.8536633958296719,0.81693536,0.013127671
ei-5-m-32,17.327304957197796,0.8069450765703746,0.79805714,0.014769382
ha-10-m-3,23.41345124045039,0.8964117226642512,0.9622326,0.0028557964
ha-3-m-32,23.262089594446348,0.887817631375344,0.9526018,0.0034814132
ha-5-m-11,22.388147302319435,0.8958225445581953,0.95179945,0.004064577
ha-5-m-13,22.78592946039393,0.8939525711787644,0.9538416,0.004159217
ha-5-m-16,22.718074358929233,0.8882754928758616,0.95283043,0.004390084
ha-5-m-19,23.213598583847983,0.8901183685103017,0.95517117,0.004401445
ha-5-m-22,23.110131832046694,0.8812201809807158,0.95339113,0.0049223625
ha-5-m-32,22.693033537117486,0.8746233232281954,0.951563,0.004773118
hb-10-m-3,16.87052594553435,0.7231797258678517,0.8063147,0.021242915
hb-3-m-32rs1,20.53174024030311,0.8164197015128848,0.9410535,0.0065486813
hb-5-m-11,20.093119554577342,0.8826875527456942,0.9529089,0.004102046
hb-5-m-13,19.704313199770542,0.8706899630620294,0.95028186,0.004298284
hb-5-m-16,19.551274573390984,0.8581545285083857,0.9480129,0.004524071
hb-5-m-19,20.641293989706703,0.8500562898337508,0.93070847,0.004247753
hb-5-m-22,20.30196531958723,0.8327628489575009,0.9209014,0.0051658656
hb-5-m-27,18.496411916260936,0.7620694985292061,0.8742392,0.014137943
hb-5-m-32,18.320848737814483,0.7520321181544682,0.87378746,0.015071305
he-10-m-3,22.76496247735122,0.9097872873453552,0.93888915,0.004112455
he-3-m-32,21.176200721467783,0.8417838286920989,0.91279584,0.006674806
he-5-m-11,21.651174815598647,0.9271759898918313,0.93872535,0.0043550683
he-5-m-13,21.69266705929722,0.9228739313493785,0.9400348,0.0046705254
he-5-m-16,21.567501929245633,0.9204697693704795,0.93758285,0.0045794705
he-5-m-19,21.701800810199966,0.9129556289238954,0.93622255,0.0049183574
he-5-m-22,21.545746269293414,0.9103442366182817,0.9309317,0.0047767484
he-5-m-27,22.181563247267537,0.906478761527897,0.930726,0.0045954483
he-5-m-32,22.403084570260877,0.9073414266248859,0.9320436,0.004289455
hi-10-m-3,17.19974221104923,0.8198061720967464,0.8005847,0.014727093
hi-3-m-32,17.214585407513145,0.8321282916642425,0.80538017,0.014024378
hi-5-m-11,17.4084962591062,0.8555979405382751,0.81344104,0.011061096
hi-5-m-13,17.003496988216487,0.8432214122985279,0.7891949,0.0133293
hi-5-m-16,17.485221187622628,0.8488719632727838,0.8086455,0.011757068
hi-5-m-19,17.01311502816854,0.8362769243759735,0.7858603,0.014129947
hi-5-m-22,17.47217181969661,0.842478213024521,0.8134522,0.012643281
hi-5-m-27,17.575359447926413,0.8399210335991016,0.81209207,0.01313467
hi-5-m-32,17.883807767861864,0.8432265411049098,0.8254203,0.0120722
ia-10-m-3,24.204279827902763,0.8900390063825411,0.9509949,0.003054678
ia-3-m-32,20.92932826676203,0.8673551395840836,0.95302147,0.0035179807
ia-5-m-11,22.72149643654863,0.9161098540251719,0.96625525,0.0023965943
ia-5-m-13,22.527272401949855,0.9058157511480811,0.96299076,0.00270491
ia-5-m-16,22.611276222464795,0.8997407257902427,0.9601425,0.0028656567
ia-5-m-19,21.975588315129546,0.8832307909701518,0.95753455,0.0033224628
ia-5-m-22,22.39214193255331,0.8846347854618567,0.9555123,0.0033249876
ia-5-m-27,21.392406333702024,0.8713514305451873,0.9552502,0.0036655336
ia-5-m-32,21.530172304630792,0.8716269112418159,0.9537094,0.0036437775
ib-10-m-3,18.053458170532533,0.685709500522584,0.81623256,0.017965246
ib-3-m-32,19.674444393854035,0.7730493634857666,0.88081,0.010828883
ib-5-m-11,20.66295313139698,0.8686423359227535,0.92917776,0.005397142
ib-5-m-13,20.447063324885793,0.8380982156187198,0.9105538,0.0063258307
ib-5-m-16,19.870059172017303,0.8119861460598424,0.8930214,0.0077414415
ib-5-m-19,18.86087618456136,0.7615478846716367,0.8537122,0.012111675
ib-5-m-22,18.38452153775629,0.7439891665194689,0.8406849,0.013478827
ib-5-m-27,18.01984421361038,0.7190826620128482,0.8205572,0.016632851
ib-5-m-32,18.107813673358343,0.6952162380651754,0.8260858,0.017556855
ie-10-m-3,22.42230521003046,0.8651869044764906,0.923097,0.0052225445
ie-3-m-32,22.327629568701212,0.869169984559159,0.92006624,0.0048423586
ie-5-m-11,23.08902239885312,0.9290115719081626,0.9496868,0.0041679507
ie-5-m-13,23.15344888816413,0.9220556157381147,0.94888574,0.0044080825
ie-5-m-16,23.02456345478643,0.9102321805427547,0.9451896,0.0045147915
ie-5-m-19,22.484106518125117,0.8922554120536983,0.9360282,0.005263768
ie-5-m-22,22.435952896715325,0.8848576756693696,0.9299276,0.0051460816
ie-5-m-27,22.82856808970676,0.8778717195747232,0.9254079,0.0050125434
ie-5-m-32,22.673879861526604,0.873570336926508,0.9256736,0.004645169
ih-10-m-3,23.137941096336466,0.9149612291428358,0.92811966,0.0045981347
